BP_Único_y/o_Repetido,CLAVE_CLIENTE,CATEGORIA_PRODUCTO,DETALLE_PRODUCTO,POSICION_CUENTA_FECHA_TRANS
Repetido,93355196,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 83,976 "
Repetido,93355204,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 77,120 "
Repetido,93355287,FONDOS DE DEUDA,"ACTIGOBER, S.A. DE C.V. SOC INV INSTRUM DE DEUDA"," 201,450 "
Repetido,93355469,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 154,324 "
Repetido,93355618,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 90,943 "
Repetido,93355618,FONDOS DE DEUDA,"ACTIGOBER, S.A. DE C.V. SOC INV INSTRUM DE DEUDA"," 85,584 "
Repetido,93355667,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 65,941 "
Repetido,93355907,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 32,723 "
Repetido,93355931,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 10,155 "
Repetido,93356004,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 18,699 "
Repetido,93356012,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 46,624 "
Repetido,93356277,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 136,463 "
Repetido,93356459,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 52,321 "
Repetido,93356574,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 81,237 "
Repetido,93356723,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 179,910 "
Repetido,93356723,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 36,452 "
Repetido,93356814,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 375,325 "
Repetido,93356814,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 3,345 "
Repetido,93356871,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 51,540 "
Único,93356905,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 132,115 "
Repetido,93356996,FONDOS DE DEUDA,"ACTIGOBER, S.A. DE C.V. SOC INV INSTRUM DE DEUDA"," 60,128 "
Repetido,93356996,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 106,238 "
Repetido,93357184,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 24,572 "
Repetido,93357390,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 66,298 "
Repetido,93357549,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 5,051 "
Repetido,93357580,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 34,804 "
Repetido,93357705,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 20,098 "
Repetido,93358075,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 21,041 "
Repetido,93358075,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 80,835 "
Repetido,93358174,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 12,991 "
Repetido,93358364,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 38,005 "
Repetido,93358810,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 286,382 "
Repetido,93358851,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 40,884 "
Repetido,93358943,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 13,184 "
Repetido,93358976,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 79,798 "
Repetido,93358976,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA", 19 
Repetido,93359354,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 109,994 "
Repetido,93359412,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 35,275 "
Repetido,93359545,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 39,582 "
Repetido,93359545,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 16,921 "
Repetido,93359552,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 28,978 "
Repetido,93359701,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 65,811 "
Repetido,93359909,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 25,405 "
Repetido,93359925,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 98,662 "
Repetido,93360212,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 67,215 "
Repetido,93360410,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 154,800 "
Repetido,93360725,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 44,444 "
Repetido,93360725,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 10,078 "
Repetido,93360725,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 63,041 "
Repetido,93361053,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 18,733 "
Repetido,93361350,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 151,130 "
Repetido,93361400,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 64,395 "
Único,93362119,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 381,338 "
Repetido,93362135,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 68,704 "
Repetido,93362200,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 146,560 "
Repetido,93362275,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 27,958 "
Repetido,93362333,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 107,349 "
Repetido,93362416,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 77,482 "
Repetido,93362549,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 34,771 "
Repetido,93362903,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 100,236 "
Repetido,93363448,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 302,572 "
Repetido,93363497,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 38,885 "
Repetido,93363497,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 62,936 "
Repetido,93363539,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 40,123 "
Único,93364438,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 42,235 "
Repetido,93364784,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 97,918 "
Repetido,93365013,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 33,888 "
Repetido,93365054,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 482,369 "
Repetido,93365096,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 406,085 "
Repetido,93365120,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 112,944 "
Repetido,93365195,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 21,949 "
Repetido,93365476,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 11,932 "
Repetido,93365476,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 1,620 "
Repetido,93365476,FONDOS DE DEUDA,"ACTIGOBER, S.A. DE C.V. SOC INV INSTRUM DE DEUDA", 598 
Repetido,93365583,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 55,606 "
Repetido,93366896,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 49,507 "
Repetido,93366920,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 158,657 "
Repetido,93366961,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 351,184 "
Repetido,93367126,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA", 679 
Repetido,93367597,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 27,146 "
Repetido,93367605,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 1,303 "
Repetido,93367647,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 13,017 "
Repetido,93367654,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 130,670 "
Repetido,93367837,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 51,477 "
Repetido,93368314,FONDOS DE DEUDA,"ACTIGOBER, S.A. DE C.V. SOC INV INSTRUM DE DEUDA"," 2,605 "
Repetido,93368413,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 77,864 "
Repetido,93368413,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 178,477 "
Repetido,93368504,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 85,014 "
Repetido,93368520,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 20,585 "
Repetido,93368652,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 1,002 "
Único,93368850,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 4,759 "
Repetido,93368884,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 56,885 "
Repetido,93368918,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 174,695 "
Repetido,93368967,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 109,089 "
Repetido,93368967,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 30,496 "
Único,93369130,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 42,521 "
Único,93369452,RENTA VARIABLE,"FONDO MAYA,S.A DE C.V.,SOC. DE INV. DE RENTA VARIABLE"," 11,989 "
Repetido,93369627,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 148,333 "
Repetido,93369627,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 114,066 "
Repetido,93369759,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 15,953 "
Repetido,93369767,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 21,355 "
Repetido,93369767,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 41,299 "
Repetido,93369916,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 204,069 "
Repetido,93369932,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 71,191 "
Repetido,93369965,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 125,324 "
Repetido,93370096,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 71,060 "
Repetido,93370112,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 186,389 "
Repetido,93370468,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 27,279 "
Repetido,93370476,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 136,339 "
Repetido,93370500,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 53,006 "
Repetido,93370609,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 66,303 "
Repetido,93370831,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 182,431 "
Repetido,93370831,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 1,040 "
Repetido,93370831,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 50,381 "
Repetido,93370849,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 2,174 "
Único,93370906,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 159,448 "
Repetido,93371094,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 48,719 "
Repetido,93371334,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 18,035 "
Repetido,93371425,FONDOS DE DEUDA,ACTIGOB B," 278,799 "
Repetido,93371557,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 5,808 "
Repetido,93371730,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 419,781 "
Repetido,93371813,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 78,671 "
Repetido,93372050,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 215,418 "
Único,93372282,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA", 756 
Repetido,93372498,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 387,258 "
Repetido,93372589,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 95,315 "
Repetido,93372845,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 1,486 "
Repetido,93372845,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 202,229 "
Repetido,93372928,RENTA VARIABLE,"FONDO MAYA,S.A DE C.V.,SOC. DE INV. DE RENTA VARIABLE"," 6,715 "
Repetido,93373322,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 131,967 "
Repetido,93373322,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 151,827 "
Repetido,93373439,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 20,483 "
Repetido,93374031,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 148,546 "
Repetido,93374569,FONDOS DE DEUDA,"ACTIGOBER, S.A. DE C.V. SOC INV INSTRUM DE DEUDA"," 196,230 "
Repetido,93374775,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 13,521 "
Repetido,93374775,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 4,904 "
Repetido,93374874,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 113,511 "
Repetido,93375194,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 5,757 "
Repetido,93375210,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 101,188 "
Repetido,93375301,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA", 40 
Repetido,93375319,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 47,906 "
Repetido,93375319,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 9,854 "
Repetido,93375327,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 10,216 "
Repetido,93375327,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 293,711 "
Repetido,93375368,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 3,075 "
Repetido,93375483,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 4,891 "
Repetido,93375491,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 24,300 "
Repetido,93376036,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 118,794 "
Repetido,93376465,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 2,386 "
Repetido,93376499,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 168,352 "
Repetido,93376598,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 6,201 "
Único,93377000,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 36,696 "
Repetido,93377034,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 51,155 "
Repetido,93377117,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 5,154 "
Repetido,93377273,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA", 442 
Repetido,93377398,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 68,138 "
Único,93377406,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 147,121 "
Repetido,93377786,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 282,384 "
Repetido,93377893,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 59,196 "
Repetido,93378610,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 24,884 "
Repetido,93378610,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA", 59 
Repetido,93379196,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 58,554 "
Repetido,93379329,FONDOS DE DEUDA,"ACTIGOBER, S.A. DE C.V. SOC INV INSTRUM DE DEUDA"," 3,669 "
Repetido,93379642,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 20,675 "
Repetido,93379642,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 62,028 "
Repetido,93379659,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 5,930 "
Repetido,93379659,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 94,100 "
Repetido,93379931,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 218,487 "
Repetido,93380368,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 67,600 "
Repetido,93380798,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 54,201 "
Único,93381689,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 3,277 "
Repetido,93381903,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 6,235 "
Único,93381960,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 260,224 "
Repetido,93382208,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 59,485 "
Repetido,93382489,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA", 855 
Repetido,93382554,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 248,048 "
Repetido,93382828,FONDOS DE DEUDA,ALTERNA B," 431,484 "
Repetido,93382828,FONDOS DE COBERTURA,ACTICOB B," 25,638 "
Único,93383115,RENTA VARIABLE,"FONDO MAYA,S.A DE C.V.,SOC. DE INV. DE RENTA VARIABLE"," 16,149 "
Único,93383164,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 1,170 "
Repetido,93383198,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 237,622 "
Repetido,93383222,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 59,921 "
Repetido,93383230,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 96,068 "
Repetido,93383529,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 153,328 "
Repetido,93383560,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 86,486 "
Repetido,93383727,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 61,643 "
Único,93384121,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA", 52 
Repetido,93384170,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 99,217 "
Repetido,93384188,FONDOS DE DEUDA,"ACTIRENT, S.A. DE C.V. SOC INV DE INSTR DE DEUDA"," 2,751 "
Único,93384204,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 47,105 "
Repetido,93384980,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 68,789 "
Repetido,93385334,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 20,325 "
Repetido,93385458,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA"," 36,566 "
Repetido,93385540,FONDOS DE DEUDA,"ACTIMED, S.A. DE C.V SOC DE INV EN INSTR DE DEUDA", 11 
Repetido,93385565,FONDOS DE DEUDA,"ALTERNA, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 87,182 "
Repetido,93385565,FONDOS DE COBERTURA,"ACTICOBER, S.A. DE C.V. SOCIEDAD DE INVERSION EN INSTRUMENTOS DE DEUDA"," 109,775 "
