id,ID_CLIENTE,NIVEL,MEJOR_RENDIMIENTO
806,90039959,NIVEL 3,Yes
807,90040320,NIVEL 1,No
808,90040320,NIVEL 2,No
809,90040320,NIVEL 3,No
810,90040502,NIVEL 1,No
811,90040502,NIVEL 2,No
812,90040502,NIVEL 3,No
813,90040536,NIVEL 1,No
814,90040536,NIVEL 2,No
815,90040536,NIVEL 3,No
816,90040668,NIVEL 1,No
817,90040668,NIVEL 2,Yes
818,90040668,NIVEL 3,Yes
819,90040734,NIVEL 1,No
820,90040734,NIVEL 2,No
821,90040734,NIVEL 3,No
822,90041203,NIVEL 1,No
823,90041203,NIVEL 2,No
824,90041203,NIVEL 3,No
825,90041294,NIVEL 1,Yes
826,90041294,NIVEL 2,Yes
827,90041294,NIVEL 3,Yes
828,90041336,NIVEL 1,No
829,90041336,NIVEL 2,No
830,90041336,NIVEL 3,No
831,90041674,NIVEL 1,Yes
832,90041674,NIVEL 2,Yes
833,90041674,NIVEL 3,Yes
834,90041831,NIVEL 1,Yes
835,90041831,NIVEL 2,Yes
836,90041831,NIVEL 3,Yes
837,90042243,NIVEL 1,No
838,90042243,NIVEL 2,Yes
839,90042243,NIVEL 3,Yes
840,90042391,NIVEL 1,Yes
841,90042391,NIVEL 2,Yes
842,90042391,NIVEL 3,Yes
843,90042516,NIVEL 1,No
844,90042516,NIVEL 2,No
845,90042516,NIVEL 3,No
846,90042599,NIVEL 1,No
847,90042599,NIVEL 2,No
848,90042599,NIVEL 3,No
849,90042615,NIVEL 1,No
850,90042615,NIVEL 2,No
851,90042615,NIVEL 3,Yes
852,90042722,NIVEL 1,No
853,90042722,NIVEL 2,No
854,90042722,NIVEL 3,No
855,90042755,NIVEL 1,No
856,90042755,NIVEL 2,No
857,90042755,NIVEL 3,No
858,90043415,NIVEL 1,No
859,90043415,NIVEL 2,No
860,90043415,NIVEL 3,No
861,90043456,NIVEL 1,Yes
862,90043456,NIVEL 2,Yes
863,90043456,NIVEL 3,Yes
864,90043589,NIVEL 1,Yes
865,90043589,NIVEL 2,Yes
866,90043589,NIVEL 3,Yes
867,90043969,NIVEL 1,Yes
868,90043969,NIVEL 2,Yes
869,90043969,NIVEL 3,Yes
870,90044009,NIVEL 1,No
871,90044009,NIVEL 2,No
872,90044009,NIVEL 3,No
873,90044603,NIVEL 1,No
874,90044603,NIVEL 2,No
875,90044603,NIVEL 3,No
876,90044801,NIVEL 1,No
877,90044801,NIVEL 2,No
878,90044801,NIVEL 3,No
879,90045840,NIVEL 1,Yes
880,90045840,NIVEL 2,Yes
881,90045840,NIVEL 3,Yes
882,90045857,NIVEL 1,Yes
883,90045857,NIVEL 2,Yes
884,90045857,NIVEL 3,Yes
885,90045964,NIVEL 1,No
886,90045964,NIVEL 2,No
887,90045964,NIVEL 3,No
888,90046129,NIVEL 1,Yes
889,90046129,NIVEL 2,Yes
890,90046129,NIVEL 3,Yes
891,90046269,NIVEL 1,Yes
892,90046269,NIVEL 2,Yes
893,90046269,NIVEL 3,Yes
894,90046293,NIVEL 1,No
895,90046293,NIVEL 2,No
896,90046293,NIVEL 3,No
897,90046756,NIVEL 1,Yes
898,90046756,NIVEL 2,Yes
899,90046756,NIVEL 3,Yes
900,90046905,NIVEL 1,Yes
901,90046905,NIVEL 2,Yes
902,90046905,NIVEL 3,Yes
903,90047499,NIVEL 1,Yes
904,90047499,NIVEL 2,Yes
905,90047499,NIVEL 3,Yes
906,90047648,NIVEL 1,No
907,90047648,NIVEL 2,No
908,90047648,NIVEL 3,No
909,90047994,NIVEL 1,No
910,90047994,NIVEL 2,No
911,90047994,NIVEL 3,No
912,90048315,NIVEL 1,No
913,90048315,NIVEL 2,No
914,90048315,NIVEL 3,No
915,90048448,NIVEL 1,No
916,90048448,NIVEL 2,No
917,90048448,NIVEL 3,No
918,90048562,NIVEL 1,No
919,90048562,NIVEL 2,No
920,90048562,NIVEL 3,No
921,90048802,NIVEL 1,Yes
922,90048802,NIVEL 2,Yes
923,90048802,NIVEL 3,Yes
924,90048836,NIVEL 1,Yes
925,90048836,NIVEL 2,Yes
926,90048836,NIVEL 3,Yes
927,90048992,NIVEL 1,No
928,90048992,NIVEL 2,No
929,90048992,NIVEL 3,No
930,90049099,NIVEL 1,No
931,90049099,NIVEL 2,No
932,90049099,NIVEL 3,No
933,90049347,NIVEL 1,No
934,90049347,NIVEL 2,No
935,90049347,NIVEL 3,No
936,90049495,NIVEL 1,No
937,90049495,NIVEL 2,No
938,90049495,NIVEL 3,No
939,90049511,NIVEL 1,Yes
940,90049511,NIVEL 2,Yes
941,90049511,NIVEL 3,Yes
942,90049768,NIVEL 1,Yes
943,90049768,NIVEL 2,Yes
944,90049768,NIVEL 3,Yes
945,90050147,NIVEL 1,Yes
946,90050147,NIVEL 2,Yes
947,90050147,NIVEL 3,Yes
948,90050733,NIVEL 1,Yes
949,90050733,NIVEL 2,Yes
950,90050733,NIVEL 3,Yes
951,90050907,NIVEL 1,No
952,90050907,NIVEL 2,No
953,90050907,NIVEL 3,No
954,90050931,NIVEL 1,No
955,90050931,NIVEL 2,Yes
956,90050931,NIVEL 3,Yes
957,90050949,NIVEL 1,Yes
958,90050949,NIVEL 2,Yes
959,90050949,NIVEL 3,Yes
960,90050964,NIVEL 1,Yes
961,90050964,NIVEL 2,Yes
962,90050964,NIVEL 3,Yes
963,90051301,NIVEL 1,No
964,90051301,NIVEL 2,No
965,90051301,NIVEL 3,No
966,90051590,NIVEL 1,No
967,90051590,NIVEL 2,No
968,90051590,NIVEL 3,No
969,90051707,NIVEL 1,Yes
970,90051707,NIVEL 2,Yes
971,90051707,NIVEL 3,Yes
972,90051715,NIVEL 1,No
973,90051715,NIVEL 2,No
974,90051715,NIVEL 3,No
975,90051756,NIVEL 1,Yes
976,90051756,NIVEL 2,Yes
977,90051756,NIVEL 3,Yes
978,90052424,NIVEL 1,No
979,90052424,NIVEL 2,No
980,90052424,NIVEL 3,No
981,90052523,NIVEL 1,No
982,90052523,NIVEL 2,No
983,90052523,NIVEL 3,No
984,90052697,NIVEL 1,Yes
985,90052697,NIVEL 2,Yes
986,90052697,NIVEL 3,Yes
987,90054040,NIVEL 1,No
988,90054040,NIVEL 2,No
989,90054040,NIVEL 3,No
990,90054057,NIVEL 1,No
991,90054057,NIVEL 2,No
992,90054057,NIVEL 3,No
993,90054263,NIVEL 1,No
994,90054263,NIVEL 2,No
995,90054263,NIVEL 3,No
996,90054792,NIVEL 1,No
997,90054792,NIVEL 2,No
998,90054792,NIVEL 3,No
999,90055088,NIVEL 1,No
1000,90055088,NIVEL 2,No
1001,90055088,NIVEL 3,No
1002,90055302,NIVEL 1,Yes
1003,90055302,NIVEL 2,Yes
1004,90055302,NIVEL 3,Yes
1005,90055369,NIVEL 1,No
1006,90055369,NIVEL 2,No
1007,90055369,NIVEL 3,No
1008,90055815,NIVEL 1,Yes
1009,90055815,NIVEL 2,Yes
1010,90055815,NIVEL 3,Yes
1011,90056060,NIVEL 1,Yes
1012,90056060,NIVEL 2,Yes
1013,90056060,NIVEL 3,Yes
1014,90056771,NIVEL 1,Yes
1015,90056771,NIVEL 2,Yes
1016,90056771,NIVEL 3,Yes
1017,90056813,NIVEL 1,Yes
1018,90056813,NIVEL 2,Yes
1019,90056813,NIVEL 3,Yes
1020,90056987,NIVEL 1,Yes
1021,90056987,NIVEL 2,Yes
1022,90056987,NIVEL 3,Yes
1023,90057001,NIVEL 1,Yes
1024,90057001,NIVEL 2,Yes
1025,90057001,NIVEL 3,Yes
1026,90057068,NIVEL 1,Yes
1027,90057068,NIVEL 2,Yes
1028,90057068,NIVEL 3,Yes
1029,90057381,NIVEL 1,No
1030,90057381,NIVEL 2,No
1031,90057381,NIVEL 3,No
1032,90057571,NIVEL 1,No
1033,90057571,NIVEL 2,No
1034,90057571,NIVEL 3,No
1035,90057753,NIVEL 1,No
1036,90057753,NIVEL 2,No
1037,90057753,NIVEL 3,No
1038,90058215,NIVEL 1,No
1039,90058215,NIVEL 2,No
1040,90058215,NIVEL 3,No
1041,90058660,NIVEL 1,No
1042,90058660,NIVEL 2,No
1043,90058660,NIVEL 3,No
1044,90058843,NIVEL 1,No
1045,90058843,NIVEL 2,No
1046,90058843,NIVEL 3,No
1047,90059270,NIVEL 1,Yes
1048,90059270,NIVEL 2,Yes
1049,90059270,NIVEL 3,Yes
1050,90059767,NIVEL 1,Yes
1051,90059767,NIVEL 2,Yes
1052,90059767,NIVEL 3,Yes
1053,90060138,NIVEL 1,Yes
1054,90060138,NIVEL 2,Yes
1055,90060138,NIVEL 3,Yes
1056,90060146,NIVEL 1,No
1057,90060146,NIVEL 2,No
1058,90060146,NIVEL 3,No
1059,90060302,NIVEL 1,No
1060,90060302,NIVEL 2,No
1061,90060302,NIVEL 3,No
1062,90060393,NIVEL 1,Yes
1063,90060393,NIVEL 2,Yes
1064,90060393,NIVEL 3,Yes
1065,90060526,NIVEL 1,No
1066,90060526,NIVEL 2,No
1067,90060526,NIVEL 3,No
1068,90060708,NIVEL 1,No
1069,90060708,NIVEL 2,No
1070,90060708,NIVEL 3,No
1071,90060880,NIVEL 1,No
1072,90060880,NIVEL 2,No
1073,90060880,NIVEL 3,No
1074,90061052,NIVEL 1,Yes
1075,90061052,NIVEL 2,Yes
1076,90061052,NIVEL 3,Yes
1077,90061243,NIVEL 1,Yes
1078,90061243,NIVEL 2,Yes
1079,90061243,NIVEL 3,Yes
1080,90061482,NIVEL 1,No
1081,90061482,NIVEL 2,No
1082,90061482,NIVEL 3,No
1083,90061557,NIVEL 1,No
1084,90061557,NIVEL 2,No
1085,90061557,NIVEL 3,No
1086,90061581,NIVEL 1,No
1087,90061581,NIVEL 2,No
1088,90061581,NIVEL 3,No
1089,90061995,NIVEL 1,No
1090,90061995,NIVEL 2,Yes
1091,90061995,NIVEL 3,Yes
1092,90062076,NIVEL 1,No
1093,90062076,NIVEL 2,No
1094,90062076,NIVEL 3,No
1095,90063611,NIVEL 1,No
1096,90063611,NIVEL 2,No
1097,90063611,NIVEL 3,No
1098,90064023,NIVEL 1,Yes
1099,90064023,NIVEL 2,Yes
1100,90064023,NIVEL 3,Yes
1101,90064247,NIVEL 1,No
1102,90064247,NIVEL 2,No
1103,90064247,NIVEL 3,No
1104,90064320,NIVEL 1,Yes
1105,90064320,NIVEL 2,Yes
1106,90064320,NIVEL 3,Yes
1107,90064817,NIVEL 1,No
1108,90064817,NIVEL 2,No
1109,90064817,NIVEL 3,No
1110,90065004,NIVEL 1,Yes
1111,90065004,NIVEL 2,Yes
1112,90065004,NIVEL 3,Yes
1113,90065178,NIVEL 1,No
1114,90065178,NIVEL 2,No
1115,90065178,NIVEL 3,No
1116,90065327,NIVEL 1,Yes
1117,90065327,NIVEL 2,Yes
1118,90065327,NIVEL 3,Yes
1119,90065418,NIVEL 1,No
1120,90065418,NIVEL 2,Yes
1121,90065418,NIVEL 3,Yes
1122,90065871,NIVEL 1,Yes
1123,90065871,NIVEL 2,Yes
1124,90065871,NIVEL 3,Yes
1125,90066424,NIVEL 1,Yes
1126,90066424,NIVEL 2,Yes
1127,90066424,NIVEL 3,Yes
1128,90066945,NIVEL 1,Yes
1129,90066945,NIVEL 2,Yes
1130,90066945,NIVEL 3,Yes
1131,90066952,NIVEL 1,No
1132,90066952,NIVEL 2,No
1133,90066952,NIVEL 3,No
1134,90067588,NIVEL 1,No
1135,90067588,NIVEL 2,No
1136,90067588,NIVEL 3,No
1137,90067976,NIVEL 1,No
1138,90067976,NIVEL 2,No
1139,90067976,NIVEL 3,No
1140,90068081,NIVEL 1,No
1141,90068081,NIVEL 2,Yes
1142,90068081,NIVEL 3,Yes
1143,90068198,NIVEL 1,No
1144,90068198,NIVEL 2,No
1145,90068198,NIVEL 3,No
1146,90068313,NIVEL 1,Yes
1147,90068313,NIVEL 2,Yes
1148,90068313,NIVEL 3,Yes
1149,90068750,NIVEL 1,No
1150,90068750,NIVEL 2,No
1151,90068750,NIVEL 3,No
1152,90068842,NIVEL 1,Yes
1153,90068842,NIVEL 2,Yes
1154,90068842,NIVEL 3,Yes
1155,90069071,NIVEL 1,No
1156,90069071,NIVEL 2,No
1157,90069071,NIVEL 3,No
1158,90069113,NIVEL 1,Yes
1159,90069113,NIVEL 2,Yes
1160,90069113,NIVEL 3,Yes
1161,90069154,NIVEL 1,No
1162,90069154,NIVEL 2,No
1163,90069154,NIVEL 3,No
1164,90069238,NIVEL 1,Yes
1165,90069238,NIVEL 2,Yes
1166,90069238,NIVEL 3,Yes
1167,90069436,NIVEL 1,Yes
1168,90069436,NIVEL 2,Yes
1169,90069436,NIVEL 3,Yes
1170,90069675,NIVEL 1,Yes
1171,90069675,NIVEL 2,Yes
1172,90069675,NIVEL 3,Yes
1173,90069808,NIVEL 1,No
1174,90069808,NIVEL 2,No
1175,90069808,NIVEL 3,No
1176,90069964,NIVEL 1,No
1177,90069964,NIVEL 2,No
1178,90069964,NIVEL 3,No
1179,90070053,NIVEL 1,No
1180,90070053,NIVEL 2,No
1181,90070053,NIVEL 3,No
1182,90070848,NIVEL 1,Yes
1183,90070848,NIVEL 2,Yes
1184,90070848,NIVEL 3,Yes
1185,90070855,NIVEL 1,No
1186,90070855,NIVEL 2,No
1187,90070855,NIVEL 3,No
1188,90071010,NIVEL 1,No
1189,90071010,NIVEL 2,No
1190,90071010,NIVEL 3,No
1191,90071549,NIVEL 1,Yes
1192,90071549,NIVEL 2,Yes
1193,90071549,NIVEL 3,Yes
1194,90071556,NIVEL 1,Yes
1195,90071556,NIVEL 2,Yes
1196,90071556,NIVEL 3,Yes
1197,90071564,NIVEL 1,No
1198,90071564,NIVEL 2,No
1199,90071564,NIVEL 3,No
1200,90072166,NIVEL 1,Yes
1201,90072166,NIVEL 2,Yes
1202,90072166,NIVEL 3,Yes
1203,90072570,NIVEL 1,No
1204,90072570,NIVEL 2,No
1205,90072570,NIVEL 3,No
1206,90073289,NIVEL 1,No
1207,90073289,NIVEL 2,No
1208,90073289,NIVEL 3,No
1209,90073453,NIVEL 1,Yes
1210,90073453,NIVEL 2,Yes
1211,90073453,NIVEL 3,Yes
1212,90074121,NIVEL 1,No
1213,90074121,NIVEL 2,No
1214,90074121,NIVEL 3,No
1215,90074790,NIVEL 1,No
1216,90074790,NIVEL 2,No
1217,90074790,NIVEL 3,No
1218,90074824,NIVEL 1,No
1219,90074824,NIVEL 2,No
1220,90074824,NIVEL 3,No
1221,90075011,NIVEL 1,No
1222,90075011,NIVEL 2,No
1223,90075011,NIVEL 3,No
1224,90075920,NIVEL 1,No
1225,90075920,NIVEL 2,No
1226,90075920,NIVEL 3,No
1227,90076274,NIVEL 1,Yes
1228,90076274,NIVEL 2,Yes
1229,90076274,NIVEL 3,Yes
1230,90076308,NIVEL 1,No
1231,90076308,NIVEL 2,No
1232,90076308,NIVEL 3,No
1233,90076381,NIVEL 1,No
1234,90076381,NIVEL 2,No
1235,90076381,NIVEL 3,No
1236,90076399,NIVEL 1,Yes
1237,90076399,NIVEL 2,Yes
1238,90076399,NIVEL 3,Yes
1239,90076985,NIVEL 1,No
1240,90076985,NIVEL 2,No
1241,90076985,NIVEL 3,No
1242,90077173,NIVEL 1,No
1243,90077173,NIVEL 2,No
1244,90077173,NIVEL 3,No
1245,90077751,NIVEL 1,No
1246,90077751,NIVEL 2,No
1247,90077751,NIVEL 3,No
1248,90077769,NIVEL 1,Yes
1249,90077769,NIVEL 2,Yes
1250,90077769,NIVEL 3,Yes
1251,90077785,NIVEL 1,No
1252,90077785,NIVEL 2,No
1253,90077785,NIVEL 3,No
1254,90077959,NIVEL 1,Yes
1255,90077959,NIVEL 2,Yes
1256,90077959,NIVEL 3,Yes
1257,90078775,NIVEL 1,Yes
1258,90078775,NIVEL 2,Yes
1259,90078775,NIVEL 3,Yes
1260,90079054,NIVEL 1,No
1261,90079054,NIVEL 2,No
1262,90079054,NIVEL 3,No
1263,90079062,NIVEL 1,No
1264,90079062,NIVEL 2,No
1265,90079062,NIVEL 3,No
1266,90079112,NIVEL 1,No
1267,90079112,NIVEL 2,No
1268,90079112,NIVEL 3,No
1269,90079369,NIVEL 1,No
1270,90079369,NIVEL 2,No
1271,90079369,NIVEL 3,No
1272,90079856,NIVEL 1,No
1273,90079856,NIVEL 2,No
1274,90079856,NIVEL 3,No
1275,90079922,NIVEL 1,No
1276,90079922,NIVEL 2,Yes
1277,90079922,NIVEL 3,Yes
1278,90079989,NIVEL 1,No
1279,90079989,NIVEL 2,No
1280,90079989,NIVEL 3,No
1281,90080052,NIVEL 1,No
1282,90080052,NIVEL 2,No
1283,90080052,NIVEL 3,No
1284,90080177,NIVEL 1,Yes
1285,90080177,NIVEL 2,Yes
1286,90080177,NIVEL 3,Yes
1287,90080276,NIVEL 1,Yes
1288,90080276,NIVEL 2,Yes
1289,90080276,NIVEL 3,Yes
1290,90080540,NIVEL 1,No
1291,90080540,NIVEL 2,No
1292,90080540,NIVEL 3,No
1293,90080565,NIVEL 1,Yes
1294,90080565,NIVEL 2,Yes
1295,90080565,NIVEL 3,Yes
1296,90080664,NIVEL 1,Yes
1297,90080664,NIVEL 2,Yes
1298,90080664,NIVEL 3,Yes
1299,90081043,NIVEL 1,No
1300,90081043,NIVEL 2,No
1301,90081043,NIVEL 3,No
1302,90081092,NIVEL 1,No
1303,90081092,NIVEL 2,No
1304,90081092,NIVEL 3,No
1305,90081217,NIVEL 1,Yes
1306,90081217,NIVEL 2,Yes
1307,90081217,NIVEL 3,Yes
1308,90081258,NIVEL 1,No
1309,90081258,NIVEL 2,Yes
1310,90081258,NIVEL 3,Yes
1311,90081621,NIVEL 1,Yes
1312,90081621,NIVEL 2,Yes
1313,90081621,NIVEL 3,Yes
1314,90081639,NIVEL 1,No
1315,90081639,NIVEL 2,No
1316,90081639,NIVEL 3,No
1317,90081738,NIVEL 1,No
1318,90081738,NIVEL 2,No
1319,90081738,NIVEL 3,No
1320,90081936,NIVEL 1,No
1321,90081936,NIVEL 2,No
1322,90081936,NIVEL 3,No
1323,90082124,NIVEL 1,No
1324,90082124,NIVEL 2,No
1325,90082124,NIVEL 3,No
1326,90082165,NIVEL 1,No
1327,90082165,NIVEL 2,No
1328,90082165,NIVEL 3,No
1329,90082181,NIVEL 1,No
1330,90082181,NIVEL 2,No
1331,90082181,NIVEL 3,No
1332,90082264,NIVEL 1,Yes
1333,90082264,NIVEL 2,Yes
1334,90082264,NIVEL 3,Yes
1335,90082405,NIVEL 1,No
1336,90082405,NIVEL 2,No
1337,90082405,NIVEL 3,No
1338,90082629,NIVEL 1,No
1339,90082629,NIVEL 2,No
1340,90082629,NIVEL 3,No
1341,90082678,NIVEL 1,Yes
1342,90082678,NIVEL 2,Yes
1343,90082678,NIVEL 3,Yes
1344,90082983,NIVEL 1,No
1345,90082983,NIVEL 2,No
1346,90082983,NIVEL 3,No
1347,90083098,NIVEL 1,Yes
1348,90083098,NIVEL 2,Yes
1349,90083098,NIVEL 3,Yes
1350,90083304,NIVEL 1,No
1351,90083304,NIVEL 2,No
1352,90083304,NIVEL 3,No
1353,90083312,NIVEL 1,Yes
1354,90083312,NIVEL 2,Yes
1355,90083312,NIVEL 3,Yes
1356,90083395,NIVEL 1,No
1357,90083395,NIVEL 2,No
1358,90083395,NIVEL 3,No
1359,90083429,NIVEL 1,Yes
1360,90083429,NIVEL 2,Yes
1361,90083429,NIVEL 3,Yes
1362,90083510,NIVEL 1,Yes
1363,90083510,NIVEL 2,Yes
1364,90083510,NIVEL 3,Yes
1365,90083528,NIVEL 1,No
1366,90083528,NIVEL 2,No
1367,90083528,NIVEL 3,No
1368,90084021,NIVEL 1,Yes
1369,90084021,NIVEL 2,Yes
1370,90084021,NIVEL 3,Yes
1371,90084146,NIVEL 1,No
1372,90084146,NIVEL 2,No
1373,90084146,NIVEL 3,No
1374,90084252,NIVEL 1,No
1375,90084252,NIVEL 2,No
1376,90084252,NIVEL 3,No
1377,90084385,NIVEL 1,No
1378,90084385,NIVEL 2,No
1379,90084385,NIVEL 3,No
1380,90084484,NIVEL 1,No
1381,90084484,NIVEL 2,No
1382,90084484,NIVEL 3,No
1383,90084864,NIVEL 1,No
1384,90084864,NIVEL 2,No
1385,90084864,NIVEL 3,Yes
1386,90084872,NIVEL 1,No
1387,90084872,NIVEL 2,No
1388,90084872,NIVEL 3,No
1389,90084948,NIVEL 1,No
1390,90084948,NIVEL 2,No
1391,90084948,NIVEL 3,No
1392,90084963,NIVEL 1,Yes
1393,90084963,NIVEL 2,Yes
1394,90084963,NIVEL 3,Yes
1395,90085226,NIVEL 1,Yes
1396,90085226,NIVEL 2,Yes
1397,90085226,NIVEL 3,Yes
1398,90085259,NIVEL 1,No
1399,90085259,NIVEL 2,No
1400,90085259,NIVEL 3,No
1401,90085283,NIVEL 1,Yes
1402,90085283,NIVEL 2,Yes
1403,90085283,NIVEL 3,Yes
1404,90085333,NIVEL 1,No
1405,90085333,NIVEL 2,No
1406,90085333,NIVEL 3,No
1407,90085382,NIVEL 1,No
1408,90085382,NIVEL 2,No
1409,90085382,NIVEL 3,No
1410,90085895,NIVEL 1,Yes
1411,90085895,NIVEL 2,Yes
1412,90085895,NIVEL 3,Yes
1413,90085994,NIVEL 1,Yes
1414,90085994,NIVEL 2,Yes
1415,90085994,NIVEL 3,Yes
1416,90086000,NIVEL 1,No
1417,90086000,NIVEL 2,No
1418,90086000,NIVEL 3,No
1419,90086257,NIVEL 1,Yes
1420,90086257,NIVEL 2,Yes
1421,90086257,NIVEL 3,Yes
1422,90086372,NIVEL 1,No
1423,90086372,NIVEL 2,No
1424,90086372,NIVEL 3,No
1425,90086711,NIVEL 1,Yes
1426,90086711,NIVEL 2,Yes
1427,90086711,NIVEL 3,Yes
1428,90086737,NIVEL 1,Yes
1429,90086737,NIVEL 2,Yes
1430,90086737,NIVEL 3,Yes
1431,90086950,NIVEL 1,No
1432,90086950,NIVEL 2,No
1433,90086950,NIVEL 3,No
1434,90087065,NIVEL 1,No
1435,90087065,NIVEL 2,No
1436,90087065,NIVEL 3,No
1437,90087305,NIVEL 1,No
1438,90087305,NIVEL 2,No
1439,90087305,NIVEL 3,No
1440,90087347,NIVEL 1,No
1441,90087347,NIVEL 2,No
1442,90087347,NIVEL 3,No
1443,90087370,NIVEL 1,No
1444,90087370,NIVEL 2,No
1445,90087370,NIVEL 3,No
1446,90087529,NIVEL 1,Yes
1447,90087529,NIVEL 2,Yes
1448,90087529,NIVEL 3,Yes
1449,90087545,NIVEL 1,Yes
1450,90087545,NIVEL 2,Yes
1451,90087545,NIVEL 3,Yes
1452,90087602,NIVEL 1,Yes
1453,90087602,NIVEL 2,Yes
1454,90087602,NIVEL 3,Yes
1455,90087628,NIVEL 1,No
1456,90087628,NIVEL 2,No
1457,90087628,NIVEL 3,No
1458,90087669,NIVEL 1,Yes
1459,90087669,NIVEL 2,Yes
1460,90087669,NIVEL 3,Yes
1461,90087735,NIVEL 1,No
1462,90087735,NIVEL 2,No
1463,90087735,NIVEL 3,No
1464,90088022,NIVEL 1,Yes
1465,90088022,NIVEL 2,Yes
1466,90088022,NIVEL 3,Yes
1467,90088030,NIVEL 1,Yes
1468,90088030,NIVEL 2,Yes
1469,90088030,NIVEL 3,Yes
1470,90088071,NIVEL 1,Yes
1471,90088071,NIVEL 2,Yes
1472,90088071,NIVEL 3,Yes
1473,90088121,NIVEL 1,Yes
1474,90088121,NIVEL 2,Yes
1475,90088121,NIVEL 3,Yes
1476,90088139,NIVEL 1,Yes
1477,90088139,NIVEL 2,Yes
1478,90088139,NIVEL 3,Yes
1479,90088162,NIVEL 1,Yes
1480,90088162,NIVEL 2,Yes
1481,90088162,NIVEL 3,Yes
1482,90088253,NIVEL 1,Yes
1483,90088253,NIVEL 2,Yes
1484,90088253,NIVEL 3,Yes
1485,90088477,NIVEL 1,Yes
1486,90088477,NIVEL 2,Yes
1487,90088477,NIVEL 3,Yes
1488,90088600,NIVEL 1,Yes
1489,90088600,NIVEL 2,Yes
1490,90088600,NIVEL 3,Yes
1491,90088790,NIVEL 1,No
1492,90088790,NIVEL 2,No
1493,90088790,NIVEL 3,Yes
1494,90089053,NIVEL 1,Yes
1495,90089053,NIVEL 2,Yes
1496,90089053,NIVEL 3,Yes
1497,90089079,NIVEL 1,No
1498,90089079,NIVEL 2,No
1499,90089079,NIVEL 3,No
1500,90089111,NIVEL 1,No
1501,90089111,NIVEL 2,No
1502,90089111,NIVEL 3,No
1503,90090085,NIVEL 1,No
1504,90090085,NIVEL 2,No
1505,90090085,NIVEL 3,No
1506,90090218,NIVEL 1,No
1507,90090218,NIVEL 2,No
1508,90090218,NIVEL 3,No
1509,90090242,NIVEL 1,Yes
1510,90090242,NIVEL 2,Yes
1511,90090242,NIVEL 3,Yes
1512,90090283,NIVEL 1,No
1513,90090283,NIVEL 2,No
1514,90090283,NIVEL 3,Yes
1515,90090507,NIVEL 1,No
1516,90090507,NIVEL 2,No
1517,90090507,NIVEL 3,No
1518,90090804,NIVEL 1,Yes
1519,90090804,NIVEL 2,Yes
1520,90090804,NIVEL 3,Yes
1521,90090911,NIVEL 1,No
1522,90090911,NIVEL 2,No
1523,90090911,NIVEL 3,No
1524,90091067,NIVEL 1,No
1525,90091067,NIVEL 2,No
1526,90091067,NIVEL 3,No
1527,90091331,NIVEL 1,No
1528,90091331,NIVEL 2,No
1529,90091331,NIVEL 3,No
1530,90091869,NIVEL 1,No
1531,90091869,NIVEL 2,No
1532,90091869,NIVEL 3,No
1533,90091943,NIVEL 1,Yes
1534,90091943,NIVEL 2,Yes
1535,90091943,NIVEL 3,Yes
1536,90091968,NIVEL 1,No
1537,90091968,NIVEL 2,No
1538,90091968,NIVEL 3,No
1539,90092321,NIVEL 1,No
1540,90092321,NIVEL 2,No
1541,90092321,NIVEL 3,No
1542,90092412,NIVEL 1,No
1543,90092412,NIVEL 2,No
1544,90092412,NIVEL 3,No
1545,90092479,NIVEL 1,No
1546,90092479,NIVEL 2,No
1547,90092479,NIVEL 3,No
1548,90092511,NIVEL 1,No
1549,90092511,NIVEL 2,No
1550,90092511,NIVEL 3,No
1551,90092537,NIVEL 1,No
1552,90092537,NIVEL 2,No
1553,90092537,NIVEL 3,No
1554,90092792,NIVEL 1,No
1555,90092792,NIVEL 2,No
1556,90092792,NIVEL 3,No
1557,90092917,NIVEL 1,Yes
1558,90092917,NIVEL 2,Yes
1559,90092917,NIVEL 3,Yes
1560,90093022,NIVEL 1,No
1561,90093022,NIVEL 2,No
1562,90093022,NIVEL 3,No
1563,90093139,NIVEL 1,No
1564,90093139,NIVEL 2,No
1565,90093139,NIVEL 3,Yes
1566,90093352,NIVEL 1,No
1567,90093352,NIVEL 2,No
1568,90093352,NIVEL 3,No
1569,90093386,NIVEL 1,Yes
1570,90093386,NIVEL 2,Yes
1571,90093386,NIVEL 3,Yes
1572,90093543,NIVEL 1,Yes
1573,90093543,NIVEL 2,Yes
1574,90093543,NIVEL 3,Yes
1575,90093832,NIVEL 1,No
1576,90093832,NIVEL 2,No
1577,90093832,NIVEL 3,No
1578,90093949,NIVEL 1,No
1579,90093949,NIVEL 2,No
1580,90093949,NIVEL 3,No
1581,90094046,NIVEL 1,No
1582,90094046,NIVEL 2,No
1583,90094046,NIVEL 3,No
1584,90094160,NIVEL 1,No
1585,90094160,NIVEL 2,No
1586,90094160,NIVEL 3,No
1587,90094210,NIVEL 1,No
1588,90094210,NIVEL 2,No
1589,90094210,NIVEL 3,No
1590,90094228,NIVEL 1,Yes
1591,90094228,NIVEL 2,Yes
1592,90094228,NIVEL 3,Yes
1593,90094392,NIVEL 1,No
1594,90094392,NIVEL 2,No
1595,90094392,NIVEL 3,No
1596,90094483,NIVEL 1,Yes
1597,90094483,NIVEL 2,Yes
1598,90094483,NIVEL 3,Yes
