id,ID_CLIENTE,NIVEL,MEJOR_RENDIMIENTO
22338,91513770,NIVEL 1,No
22339,91513770,NIVEL 2,No
22340,91513770,NIVEL 3,No
22341,91514125,NIVEL 1,Yes
22342,91514125,NIVEL 2,Yes
22343,91514125,NIVEL 3,Yes
22344,91514190,NIVEL 1,Yes
22345,91514190,NIVEL 2,Yes
22346,91514190,NIVEL 3,Yes
22347,91514257,NIVEL 1,Yes
22348,91514257,NIVEL 2,Yes
22349,91514257,NIVEL 3,Yes
22350,91514547,NIVEL 1,No
22351,91514547,NIVEL 2,No
22352,91514547,NIVEL 3,No
22353,91514604,NIVEL 1,Yes
22354,91514604,NIVEL 2,Yes
22355,91514604,NIVEL 3,Yes
22356,91514653,NIVEL 1,Yes
22357,91514653,NIVEL 2,Yes
22358,91514653,NIVEL 3,Yes
22359,91514919,NIVEL 1,Yes
22360,91514919,NIVEL 2,Yes
22361,91514919,NIVEL 3,Yes
22362,91515494,NIVEL 1,Yes
22363,91515494,NIVEL 2,Yes
22364,91515494,NIVEL 3,Yes
22365,91515650,NIVEL 1,No
22366,91515650,NIVEL 2,No
22367,91515650,NIVEL 3,No
22368,91516633,NIVEL 1,No
22369,91516633,NIVEL 2,No
22370,91516633,NIVEL 3,No
22371,91516930,NIVEL 1,No
22372,91516930,NIVEL 2,No
22373,91516930,NIVEL 3,No
22374,91516997,NIVEL 1,Yes
22375,91516997,NIVEL 2,Yes
22376,91516997,NIVEL 3,Yes
22377,91517615,NIVEL 1,Yes
22378,91517615,NIVEL 2,Yes
22379,91517615,NIVEL 3,Yes
22380,91517631,NIVEL 1,Yes
22381,91517631,NIVEL 2,Yes
22382,91517631,NIVEL 3,Yes
22383,91517714,NIVEL 1,No
22384,91517714,NIVEL 2,No
22385,91517714,NIVEL 3,No
22386,91517839,NIVEL 1,Yes
22387,91517839,NIVEL 2,Yes
22388,91517839,NIVEL 3,Yes
22389,91517961,NIVEL 1,Yes
22390,91517961,NIVEL 2,Yes
22391,91517961,NIVEL 3,Yes
22392,91518068,NIVEL 1,Yes
22393,91518068,NIVEL 2,Yes
22394,91518068,NIVEL 3,Yes
22395,91518225,NIVEL 1,Yes
22396,91518225,NIVEL 2,Yes
22397,91518225,NIVEL 3,Yes
22398,91518282,NIVEL 1,Yes
22399,91518282,NIVEL 2,Yes
22400,91518282,NIVEL 3,Yes
22401,91518381,NIVEL 1,No
22402,91518381,NIVEL 2,No
22403,91518381,NIVEL 3,No
22404,91518407,NIVEL 1,Yes
22405,91518407,NIVEL 2,Yes
22406,91518407,NIVEL 3,Yes
22407,91518506,NIVEL 1,Yes
22408,91518506,NIVEL 2,Yes
22409,91518506,NIVEL 3,Yes
22410,91518514,NIVEL 1,No
22411,91518514,NIVEL 2,No
22412,91518514,NIVEL 3,No
22413,91518803,NIVEL 1,Yes
22414,91518803,NIVEL 2,Yes
22415,91518803,NIVEL 3,Yes
22416,91518811,NIVEL 1,No
22417,91518811,NIVEL 2,No
22418,91518811,NIVEL 3,No
22419,91518886,NIVEL 1,Yes
22420,91518886,NIVEL 2,Yes
22421,91518886,NIVEL 3,Yes
22422,91519231,NIVEL 1,Yes
22423,91519231,NIVEL 2,Yes
22424,91519231,NIVEL 3,Yes
22425,91519330,NIVEL 1,Yes
22426,91519330,NIVEL 2,Yes
22427,91519330,NIVEL 3,Yes
22428,91519694,NIVEL 1,Yes
22429,91519694,NIVEL 2,Yes
22430,91519694,NIVEL 3,Yes
22431,91520155,NIVEL 1,Yes
22432,91520155,NIVEL 2,Yes
22433,91520155,NIVEL 3,Yes
22434,91520163,NIVEL 1,Yes
22435,91520163,NIVEL 2,Yes
22436,91520163,NIVEL 3,Yes
22437,91520528,NIVEL 1,Yes
22438,91520528,NIVEL 2,Yes
22439,91520528,NIVEL 3,Yes
22440,91520627,NIVEL 1,Yes
22441,91520627,NIVEL 2,Yes
22442,91520627,NIVEL 3,Yes
22443,91520650,NIVEL 1,Yes
22444,91520650,NIVEL 2,Yes
22445,91520650,NIVEL 3,Yes
22446,91521039,NIVEL 1,Yes
22447,91521039,NIVEL 2,Yes
22448,91521039,NIVEL 3,Yes
22449,91521120,NIVEL 1,Yes
22450,91521120,NIVEL 2,Yes
22451,91521120,NIVEL 3,Yes
22452,91521161,NIVEL 1,Yes
22453,91521161,NIVEL 2,Yes
22454,91521161,NIVEL 3,Yes
22455,91521484,NIVEL 1,Yes
22456,91521484,NIVEL 2,Yes
22457,91521484,NIVEL 3,Yes
22458,91521633,NIVEL 1,No
22459,91521633,NIVEL 2,No
22460,91521633,NIVEL 3,No
22461,91521773,NIVEL 1,No
22462,91521773,NIVEL 2,No
22463,91521773,NIVEL 3,No
22464,91522011,NIVEL 1,No
22465,91522011,NIVEL 2,No
22466,91522011,NIVEL 3,No
22467,91522193,NIVEL 1,No
22468,91522193,NIVEL 2,No
22469,91522193,NIVEL 3,No
22470,91522292,NIVEL 1,Yes
22471,91522292,NIVEL 2,Yes
22472,91522292,NIVEL 3,Yes
22473,91522508,NIVEL 1,Yes
22474,91522508,NIVEL 2,Yes
22475,91522508,NIVEL 3,Yes
22476,91522672,NIVEL 1,Yes
22477,91522672,NIVEL 2,Yes
22478,91522672,NIVEL 3,Yes
22479,91522706,NIVEL 1,Yes
22480,91522706,NIVEL 2,Yes
22481,91522706,NIVEL 3,Yes
22482,91522870,NIVEL 1,No
22483,91522870,NIVEL 2,No
22484,91522870,NIVEL 3,No
22485,91522961,NIVEL 1,Yes
22486,91522961,NIVEL 2,Yes
22487,91522961,NIVEL 3,Yes
22488,91523084,NIVEL 1,Yes
22489,91523084,NIVEL 2,Yes
22490,91523084,NIVEL 3,Yes
22491,91523100,NIVEL 1,Yes
22492,91523100,NIVEL 2,Yes
22493,91523100,NIVEL 3,Yes
22494,91523332,NIVEL 1,Yes
22495,91523332,NIVEL 2,Yes
22496,91523332,NIVEL 3,Yes
22497,91523423,NIVEL 1,Yes
22498,91523423,NIVEL 2,Yes
22499,91523423,NIVEL 3,Yes
22500,91523860,NIVEL 1,Yes
22501,91523860,NIVEL 2,Yes
22502,91523860,NIVEL 3,Yes
22503,91523886,NIVEL 1,Yes
22504,91523886,NIVEL 2,Yes
22505,91523886,NIVEL 3,Yes
22506,91523928,NIVEL 1,No
22507,91523928,NIVEL 2,No
22508,91523928,NIVEL 3,No
22509,91524009,NIVEL 1,Yes
22510,91524009,NIVEL 2,Yes
22511,91524009,NIVEL 3,Yes
22512,91524066,NIVEL 1,Yes
22513,91524066,NIVEL 2,Yes
22514,91524066,NIVEL 3,Yes
22515,91524231,NIVEL 1,Yes
22516,91524231,NIVEL 2,Yes
22517,91524231,NIVEL 3,Yes
22518,91524397,NIVEL 1,Yes
22519,91524397,NIVEL 2,Yes
22520,91524397,NIVEL 3,Yes
22521,91524405,NIVEL 1,Yes
22522,91524405,NIVEL 2,Yes
22523,91524405,NIVEL 3,Yes
22524,91524835,NIVEL 1,Yes
22525,91524835,NIVEL 2,Yes
22526,91524835,NIVEL 3,Yes
22527,91525378,NIVEL 1,Yes
22528,91525378,NIVEL 2,Yes
22529,91525378,NIVEL 3,Yes
22530,91526210,NIVEL 1,Yes
22531,91526210,NIVEL 2,Yes
22532,91526210,NIVEL 3,Yes
22533,91526343,NIVEL 1,Yes
22534,91526343,NIVEL 2,Yes
22535,91526343,NIVEL 3,Yes
22536,91526574,NIVEL 1,Yes
22537,91526574,NIVEL 2,Yes
22538,91526574,NIVEL 3,Yes
22539,91526756,NIVEL 1,Yes
22540,91526756,NIVEL 2,Yes
22541,91526756,NIVEL 3,Yes
22542,91527143,NIVEL 1,Yes
22543,91527143,NIVEL 2,Yes
22544,91527143,NIVEL 3,Yes
22545,91527200,NIVEL 1,Yes
22546,91527200,NIVEL 2,Yes
22547,91527200,NIVEL 3,Yes
22548,91527242,NIVEL 1,Yes
22549,91527242,NIVEL 2,Yes
22550,91527242,NIVEL 3,Yes
22551,91527523,NIVEL 1,Yes
22552,91527523,NIVEL 2,Yes
22553,91527523,NIVEL 3,Yes
22554,91527796,NIVEL 1,No
22555,91527796,NIVEL 2,No
22556,91527796,NIVEL 3,No
22557,91528141,NIVEL 1,No
22558,91528141,NIVEL 2,No
22559,91528141,NIVEL 3,No
22560,91528158,NIVEL 1,Yes
22561,91528158,NIVEL 2,Yes
22562,91528158,NIVEL 3,Yes
22563,91528190,NIVEL 1,Yes
22564,91528190,NIVEL 2,Yes
22565,91528190,NIVEL 3,Yes
22566,91528216,NIVEL 1,No
22567,91528216,NIVEL 2,No
22568,91528216,NIVEL 3,No
22569,91528497,NIVEL 1,Yes
22570,91528497,NIVEL 2,Yes
22571,91528497,NIVEL 3,Yes
22572,91528539,NIVEL 1,No
22573,91528539,NIVEL 2,No
22574,91528539,NIVEL 3,No
22575,91528588,NIVEL 1,Yes
22576,91528588,NIVEL 2,Yes
22577,91528588,NIVEL 3,Yes
22578,91528810,NIVEL 1,Yes
22579,91528810,NIVEL 2,Yes
22580,91528810,NIVEL 3,Yes
22581,91528828,NIVEL 1,Yes
22582,91528828,NIVEL 2,Yes
22583,91528828,NIVEL 3,Yes
22584,91529727,NIVEL 1,No
22585,91529727,NIVEL 2,No
22586,91529727,NIVEL 3,No
22587,91530022,NIVEL 1,No
22588,91530022,NIVEL 2,No
22589,91530022,NIVEL 3,No
22590,91530097,NIVEL 1,Yes
22591,91530097,NIVEL 2,Yes
22592,91530097,NIVEL 3,Yes
22593,91530329,NIVEL 1,Yes
22594,91530329,NIVEL 2,Yes
22595,91530329,NIVEL 3,Yes
22596,91530337,NIVEL 1,Yes
22597,91530337,NIVEL 2,Yes
22598,91530337,NIVEL 3,Yes
22599,91530808,NIVEL 1,No
22600,91530808,NIVEL 2,No
22601,91530808,NIVEL 3,No
22602,91530915,NIVEL 1,Yes
22603,91530915,NIVEL 2,Yes
22604,91530915,NIVEL 3,Yes
22605,91530931,NIVEL 1,Yes
22606,91530931,NIVEL 2,Yes
22607,91530931,NIVEL 3,Yes
22608,91531087,NIVEL 1,Yes
22609,91531087,NIVEL 2,Yes
22610,91531087,NIVEL 3,Yes
22611,91531277,NIVEL 1,Yes
22612,91531277,NIVEL 2,Yes
22613,91531277,NIVEL 3,Yes
22614,91531285,NIVEL 1,Yes
22615,91531285,NIVEL 2,Yes
22616,91531285,NIVEL 3,Yes
22617,91531392,NIVEL 1,Yes
22618,91531392,NIVEL 2,Yes
22619,91531392,NIVEL 3,Yes
22620,91531426,NIVEL 1,No
22621,91531426,NIVEL 2,No
22622,91531426,NIVEL 3,No
22623,91531574,NIVEL 1,Yes
22624,91531574,NIVEL 2,Yes
22625,91531574,NIVEL 3,Yes
22626,91531640,NIVEL 1,Yes
22627,91531640,NIVEL 2,Yes
22628,91531640,NIVEL 3,Yes
22629,91531681,NIVEL 1,Yes
22630,91531681,NIVEL 2,Yes
22631,91531681,NIVEL 3,Yes
22632,91531715,NIVEL 1,No
22633,91531715,NIVEL 2,No
22634,91531715,NIVEL 3,No
22635,91532028,NIVEL 1,Yes
22636,91532028,NIVEL 2,Yes
22637,91532028,NIVEL 3,Yes
22638,91532093,NIVEL 1,Yes
22639,91532093,NIVEL 2,Yes
22640,91532093,NIVEL 3,Yes
22641,91532127,NIVEL 1,Yes
22642,91532127,NIVEL 2,Yes
22643,91532127,NIVEL 3,Yes
22644,91532200,NIVEL 1,Yes
22645,91532200,NIVEL 2,Yes
22646,91532200,NIVEL 3,Yes
22647,91532689,NIVEL 1,No
22648,91532689,NIVEL 2,No
22649,91532689,NIVEL 3,No
22650,91533075,NIVEL 1,No
22651,91533075,NIVEL 2,No
22652,91533075,NIVEL 3,No
22653,91533133,NIVEL 1,Yes
22654,91533133,NIVEL 2,Yes
22655,91533133,NIVEL 3,Yes
22656,91533174,NIVEL 1,Yes
22657,91533174,NIVEL 2,Yes
22658,91533174,NIVEL 3,Yes
22659,91533422,NIVEL 1,Yes
22660,91533422,NIVEL 2,Yes
22661,91533422,NIVEL 3,Yes
22662,91533497,NIVEL 1,Yes
22663,91533497,NIVEL 2,Yes
22664,91533497,NIVEL 3,Yes
22665,91533570,NIVEL 1,No
22666,91533570,NIVEL 2,No
22667,91533570,NIVEL 3,No
22668,91533752,NIVEL 1,Yes
22669,91533752,NIVEL 2,Yes
22670,91533752,NIVEL 3,Yes
22671,91533786,NIVEL 1,No
22672,91533786,NIVEL 2,No
22673,91533786,NIVEL 3,No
22674,91534099,NIVEL 1,Yes
22675,91534099,NIVEL 2,Yes
22676,91534099,NIVEL 3,Yes
22677,91534164,NIVEL 1,Yes
22678,91534164,NIVEL 2,Yes
22679,91534164,NIVEL 3,Yes
22680,91534206,NIVEL 1,No
22681,91534206,NIVEL 2,No
22682,91534206,NIVEL 3,No
22683,91534370,NIVEL 1,Yes
22684,91534370,NIVEL 2,Yes
22685,91534370,NIVEL 3,Yes
22686,91534560,NIVEL 1,Yes
22687,91534560,NIVEL 2,Yes
22688,91534560,NIVEL 3,Yes
22689,91534651,NIVEL 1,Yes
22690,91534651,NIVEL 2,Yes
22691,91534651,NIVEL 3,Yes
22692,91534834,NIVEL 1,Yes
22693,91534834,NIVEL 2,Yes
22694,91534834,NIVEL 3,Yes
22695,91535096,NIVEL 1,Yes
22696,91535096,NIVEL 2,Yes
22697,91535096,NIVEL 3,Yes
22698,91535195,NIVEL 1,Yes
22699,91535195,NIVEL 2,Yes
22700,91535195,NIVEL 3,Yes
22701,91535443,NIVEL 1,Yes
22702,91535443,NIVEL 2,Yes
22703,91535443,NIVEL 3,Yes
22704,91535450,NIVEL 1,Yes
22705,91535450,NIVEL 2,Yes
22706,91535450,NIVEL 3,Yes
22707,91535526,NIVEL 1,No
22708,91535526,NIVEL 2,No
22709,91535526,NIVEL 3,No
22710,91535880,NIVEL 1,No
22711,91535880,NIVEL 2,No
22712,91535880,NIVEL 3,No
22713,91535898,NIVEL 1,Yes
22714,91535898,NIVEL 2,Yes
22715,91535898,NIVEL 3,Yes
22716,91536029,NIVEL 1,No
22717,91536029,NIVEL 2,No
22718,91536029,NIVEL 3,No
22719,91536037,NIVEL 1,Yes
22720,91536037,NIVEL 2,Yes
22721,91536037,NIVEL 3,Yes
22722,91536565,NIVEL 1,Yes
22723,91536565,NIVEL 2,Yes
22724,91536565,NIVEL 3,Yes
22725,91536698,NIVEL 1,No
22726,91536698,NIVEL 2,Yes
22727,91536698,NIVEL 3,Yes
22728,91536870,NIVEL 1,Yes
22729,91536870,NIVEL 2,Yes
22730,91536870,NIVEL 3,Yes
22731,91536938,NIVEL 1,No
22732,91536938,NIVEL 2,No
22733,91536938,NIVEL 3,No
22734,91537076,NIVEL 1,No
22735,91537076,NIVEL 2,No
22736,91537076,NIVEL 3,No
22737,91537845,NIVEL 1,Yes
22738,91537845,NIVEL 2,Yes
22739,91537845,NIVEL 3,Yes
22740,91537902,NIVEL 1,Yes
22741,91537902,NIVEL 2,Yes
22742,91537902,NIVEL 3,Yes
22743,91538603,NIVEL 1,Yes
22744,91538603,NIVEL 2,Yes
22745,91538603,NIVEL 3,Yes
22746,91538686,NIVEL 1,No
22747,91538686,NIVEL 2,No
22748,91538686,NIVEL 3,No
22749,91538868,NIVEL 1,Yes
22750,91538868,NIVEL 2,Yes
22751,91538868,NIVEL 3,Yes
22752,91538884,NIVEL 1,No
22753,91538884,NIVEL 2,No
22754,91538884,NIVEL 3,No
22755,91539130,NIVEL 1,Yes
22756,91539130,NIVEL 2,Yes
22757,91539130,NIVEL 3,Yes
22758,91539320,NIVEL 1,No
22759,91539320,NIVEL 2,No
22760,91539320,NIVEL 3,No
22761,91539338,NIVEL 1,Yes
22762,91539338,NIVEL 2,Yes
22763,91539338,NIVEL 3,Yes
22764,91539866,NIVEL 1,No
22765,91539866,NIVEL 2,No
22766,91539866,NIVEL 3,No
22767,91540229,NIVEL 1,Yes
22768,91540229,NIVEL 2,Yes
22769,91540229,NIVEL 3,Yes
22770,91540278,NIVEL 1,Yes
22771,91540278,NIVEL 2,Yes
22772,91540278,NIVEL 3,Yes
22773,91540401,NIVEL 1,Yes
22774,91540401,NIVEL 2,Yes
22775,91540401,NIVEL 3,Yes
22776,91540609,NIVEL 1,Yes
22777,91540609,NIVEL 2,Yes
22778,91540609,NIVEL 3,Yes
22779,91540658,NIVEL 1,Yes
22780,91540658,NIVEL 2,Yes
22781,91540658,NIVEL 3,Yes
22782,91540849,NIVEL 1,Yes
22783,91540849,NIVEL 2,Yes
22784,91540849,NIVEL 3,Yes
22785,91540948,NIVEL 1,No
22786,91540948,NIVEL 2,No
22787,91540948,NIVEL 3,No
22788,91541284,NIVEL 1,Yes
22789,91541284,NIVEL 2,Yes
22790,91541284,NIVEL 3,Yes
22791,91541466,NIVEL 1,Yes
22792,91541466,NIVEL 2,Yes
22793,91541466,NIVEL 3,Yes
22794,91541557,NIVEL 1,No
22795,91541557,NIVEL 2,No
22796,91541557,NIVEL 3,No
22797,91541664,NIVEL 1,Yes
22798,91541664,NIVEL 2,Yes
22799,91541664,NIVEL 3,Yes
22800,91542068,NIVEL 1,No
22801,91542068,NIVEL 2,No
22802,91542068,NIVEL 3,No
22803,91542134,NIVEL 1,Yes
22804,91542134,NIVEL 2,Yes
22805,91542134,NIVEL 3,Yes
22806,91542290,NIVEL 1,Yes
22807,91542290,NIVEL 2,Yes
22808,91542290,NIVEL 3,Yes
22809,91542431,NIVEL 1,No
22810,91542431,NIVEL 2,No
22811,91542431,NIVEL 3,No
22812,91542639,NIVEL 1,Yes
22813,91542639,NIVEL 2,Yes
22814,91542639,NIVEL 3,Yes
22815,91542688,NIVEL 1,Yes
22816,91542688,NIVEL 2,Yes
22817,91542688,NIVEL 3,Yes
22818,91542886,NIVEL 1,Yes
22819,91542886,NIVEL 2,Yes
22820,91542886,NIVEL 3,Yes
22821,91542928,NIVEL 1,Yes
22822,91542928,NIVEL 2,Yes
22823,91542928,NIVEL 3,Yes
22824,91543249,NIVEL 1,No
22825,91543249,NIVEL 2,No
22826,91543249,NIVEL 3,No
22827,91543454,NIVEL 1,No
22828,91543454,NIVEL 2,No
22829,91543454,NIVEL 3,No
22830,91543702,NIVEL 1,No
22831,91543702,NIVEL 2,No
22832,91543702,NIVEL 3,No
22833,91543991,NIVEL 1,Yes
22834,91543991,NIVEL 2,Yes
22835,91543991,NIVEL 3,Yes
22836,91544098,NIVEL 1,No
22837,91544098,NIVEL 2,No
22838,91544098,NIVEL 3,No
22839,91544106,NIVEL 1,Yes
22840,91544106,NIVEL 2,Yes
22841,91544106,NIVEL 3,Yes
22842,91544296,NIVEL 1,Yes
22843,91544296,NIVEL 2,Yes
22844,91544296,NIVEL 3,Yes
22845,91544486,NIVEL 1,Yes
22846,91544486,NIVEL 2,Yes
22847,91544486,NIVEL 3,Yes
22848,91544502,NIVEL 1,No
22849,91544502,NIVEL 2,No
22850,91544502,NIVEL 3,No
22851,91544569,NIVEL 1,Yes
22852,91544569,NIVEL 2,Yes
22853,91544569,NIVEL 3,Yes
22854,91544585,NIVEL 1,Yes
22855,91544585,NIVEL 2,Yes
22856,91544585,NIVEL 3,Yes
22857,91544700,NIVEL 1,Yes
22858,91544700,NIVEL 2,Yes
22859,91544700,NIVEL 3,Yes
22860,91544767,NIVEL 1,No
22861,91544767,NIVEL 2,No
22862,91544767,NIVEL 3,No
22863,91544783,NIVEL 1,Yes
22864,91544783,NIVEL 2,Yes
22865,91544783,NIVEL 3,Yes
22866,91544809,NIVEL 1,Yes
22867,91544809,NIVEL 2,Yes
22868,91544809,NIVEL 3,Yes
22869,91544908,NIVEL 1,No
22870,91544908,NIVEL 2,No
22871,91544908,NIVEL 3,No
22872,91545038,NIVEL 1,No
22873,91545038,NIVEL 2,No
22874,91545038,NIVEL 3,No
22875,91545129,NIVEL 1,Yes
22876,91545129,NIVEL 2,Yes
22877,91545129,NIVEL 3,Yes
22878,91545202,NIVEL 1,No
22879,91545202,NIVEL 2,No
22880,91545202,NIVEL 3,No
22881,91545210,NIVEL 1,Yes
22882,91545210,NIVEL 2,Yes
22883,91545210,NIVEL 3,Yes
22884,91545285,NIVEL 1,No
22885,91545285,NIVEL 2,No
22886,91545285,NIVEL 3,No
22887,91545350,NIVEL 1,No
22888,91545350,NIVEL 2,No
22889,91545350,NIVEL 3,No
22890,91545715,NIVEL 1,No
22891,91545715,NIVEL 2,No
22892,91545715,NIVEL 3,No
22893,91545772,NIVEL 1,Yes
22894,91545772,NIVEL 2,Yes
22895,91545772,NIVEL 3,Yes
22896,91545897,NIVEL 1,Yes
22897,91545897,NIVEL 2,Yes
22898,91545897,NIVEL 3,Yes
22899,91545921,NIVEL 1,No
22900,91545921,NIVEL 2,No
22901,91545921,NIVEL 3,No
22902,91545962,NIVEL 1,Yes
22903,91545962,NIVEL 2,Yes
22904,91545962,NIVEL 3,Yes
22905,91546101,NIVEL 1,No
22906,91546101,NIVEL 2,Yes
22907,91546101,NIVEL 3,Yes
22908,91546135,NIVEL 1,Yes
22909,91546135,NIVEL 2,Yes
22910,91546135,NIVEL 3,Yes
22911,91546226,NIVEL 1,Yes
22912,91546226,NIVEL 2,Yes
22913,91546226,NIVEL 3,Yes
22914,91546259,NIVEL 1,Yes
22915,91546259,NIVEL 2,Yes
22916,91546259,NIVEL 3,Yes
22917,91546283,NIVEL 1,No
22918,91546283,NIVEL 2,No
22919,91546283,NIVEL 3,No
22920,91546374,NIVEL 1,No
22921,91546374,NIVEL 2,No
22922,91546374,NIVEL 3,No
22923,91546671,NIVEL 1,Yes
22924,91546671,NIVEL 2,Yes
22925,91546671,NIVEL 3,Yes
22926,91546689,NIVEL 1,No
22927,91546689,NIVEL 2,No
22928,91546689,NIVEL 3,No
22929,91546796,NIVEL 1,Yes
22930,91546796,NIVEL 2,Yes
22931,91546796,NIVEL 3,Yes
22932,91546812,NIVEL 1,Yes
22933,91546812,NIVEL 2,Yes
22934,91546812,NIVEL 3,Yes
22935,91546978,NIVEL 1,No
22936,91546978,NIVEL 2,Yes
22937,91546978,NIVEL 3,Yes
22938,91547497,NIVEL 1,Yes
22939,91547497,NIVEL 2,Yes
22940,91547497,NIVEL 3,Yes
22941,91547687,NIVEL 1,No
22942,91547687,NIVEL 2,No
22943,91547687,NIVEL 3,No
22944,91547778,NIVEL 1,Yes
22945,91547778,NIVEL 2,Yes
22946,91547778,NIVEL 3,Yes
22947,91548057,NIVEL 1,Yes
22948,91548057,NIVEL 2,Yes
22949,91548057,NIVEL 3,Yes
22950,91548149,NIVEL 1,Yes
22951,91548149,NIVEL 2,Yes
22952,91548149,NIVEL 3,Yes
22953,91548222,NIVEL 1,Yes
22954,91548222,NIVEL 2,Yes
22955,91548222,NIVEL 3,Yes
22956,91548313,NIVEL 1,Yes
22957,91548313,NIVEL 2,Yes
22958,91548313,NIVEL 3,Yes
22959,91548321,NIVEL 1,Yes
22960,91548321,NIVEL 2,Yes
22961,91548321,NIVEL 3,Yes
22962,91548388,NIVEL 1,No
22963,91548388,NIVEL 2,No
22964,91548388,NIVEL 3,No
22965,91548438,NIVEL 1,Yes
22966,91548438,NIVEL 2,Yes
22967,91548438,NIVEL 3,Yes
22968,91549279,NIVEL 1,Yes
22969,91549279,NIVEL 2,Yes
22970,91549279,NIVEL 3,Yes
22971,91549311,NIVEL 1,Yes
22972,91549311,NIVEL 2,Yes
22973,91549311,NIVEL 3,Yes
22974,91549386,NIVEL 1,No
22975,91549386,NIVEL 2,No
22976,91549386,NIVEL 3,No
22977,91549428,NIVEL 1,No
22978,91549428,NIVEL 2,No
22979,91549428,NIVEL 3,No
22980,91549717,NIVEL 1,Yes
22981,91549717,NIVEL 2,Yes
22982,91549717,NIVEL 3,Yes
22983,91549725,NIVEL 1,Yes
22984,91549725,NIVEL 2,Yes
22985,91549725,NIVEL 3,Yes
22986,91549790,NIVEL 1,No
22987,91549790,NIVEL 2,No
22988,91549790,NIVEL 3,No
22989,91549980,NIVEL 1,No
22990,91549980,NIVEL 2,No
22991,91549980,NIVEL 3,No
22992,91550046,NIVEL 1,No
22993,91550046,NIVEL 2,No
22994,91550046,NIVEL 3,No
22995,91550095,NIVEL 1,Yes
22996,91550095,NIVEL 2,Yes
22997,91550095,NIVEL 3,Yes
22998,91550319,NIVEL 1,Yes
22999,91550319,NIVEL 2,Yes
23000,91550319,NIVEL 3,Yes
23001,91550350,NIVEL 1,No
23002,91550350,NIVEL 2,No
23003,91550350,NIVEL 3,No
23004,91550442,NIVEL 1,Yes
23005,91550442,NIVEL 2,Yes
23006,91550442,NIVEL 3,Yes
23007,91550459,NIVEL 1,No
23008,91550459,NIVEL 2,No
23009,91550459,NIVEL 3,No
23010,91550517,NIVEL 1,Yes
23011,91550517,NIVEL 2,Yes
23012,91550517,NIVEL 3,Yes
23013,91551010,NIVEL 1,Yes
23014,91551010,NIVEL 2,Yes
23015,91551010,NIVEL 3,Yes
23016,91551044,NIVEL 1,Yes
23017,91551044,NIVEL 2,Yes
23018,91551044,NIVEL 3,Yes
23019,91551473,NIVEL 1,Yes
23020,91551473,NIVEL 2,Yes
23021,91551473,NIVEL 3,Yes
23022,91551622,NIVEL 1,No
23023,91551622,NIVEL 2,No
23024,91551622,NIVEL 3,No
23025,91552083,NIVEL 1,Yes
23026,91552083,NIVEL 2,Yes
23027,91552083,NIVEL 3,Yes
23028,91552158,NIVEL 1,Yes
23029,91552158,NIVEL 2,Yes
23030,91552158,NIVEL 3,Yes
23031,91552240,NIVEL 1,Yes
23032,91552240,NIVEL 2,Yes
23033,91552240,NIVEL 3,Yes
23034,91552331,NIVEL 1,No
23035,91552331,NIVEL 2,No
23036,91552331,NIVEL 3,No
23037,91552455,NIVEL 1,No
23038,91552455,NIVEL 2,No
23039,91552455,NIVEL 3,No
23040,91552760,NIVEL 1,No
23041,91552760,NIVEL 2,No
23042,91552760,NIVEL 3,No
23043,91552778,NIVEL 1,No
23044,91552778,NIVEL 2,Yes
23045,91552778,NIVEL 3,Yes
23046,91552950,NIVEL 1,Yes
23047,91552950,NIVEL 2,Yes
23048,91552950,NIVEL 3,Yes
23049,91552968,NIVEL 1,Yes
23050,91552968,NIVEL 2,Yes
23051,91552968,NIVEL 3,Yes
23052,91553099,NIVEL 1,No
23053,91553099,NIVEL 2,No
23054,91553099,NIVEL 3,No
23055,91553214,NIVEL 1,No
23056,91553214,NIVEL 2,No
23057,91553214,NIVEL 3,No
23058,91553222,NIVEL 1,Yes
23059,91553222,NIVEL 2,Yes
23060,91553222,NIVEL 3,Yes
23061,91553321,NIVEL 1,No
23062,91553321,NIVEL 2,No
23063,91553321,NIVEL 3,No
23064,91553370,NIVEL 1,Yes
23065,91553370,NIVEL 2,Yes
23066,91553370,NIVEL 3,Yes
23067,91553420,NIVEL 1,Yes
23068,91553420,NIVEL 2,Yes
23069,91553420,NIVEL 3,Yes
23070,91553958,NIVEL 1,Yes
23071,91553958,NIVEL 2,Yes
23072,91553958,NIVEL 3,Yes
23073,91554105,NIVEL 1,No
23074,91554105,NIVEL 2,No
23075,91554105,NIVEL 3,No
23076,91554253,NIVEL 1,Yes
23077,91554253,NIVEL 2,Yes
23078,91554253,NIVEL 3,Yes
23079,91554733,NIVEL 1,Yes
23080,91554733,NIVEL 2,Yes
23081,91554733,NIVEL 3,Yes
23082,91555136,NIVEL 1,No
23083,91555136,NIVEL 2,No
23084,91555136,NIVEL 3,No
23085,91555235,NIVEL 1,Yes
23086,91555235,NIVEL 2,Yes
23087,91555235,NIVEL 3,Yes
23088,91555292,NIVEL 1,Yes
23089,91555292,NIVEL 2,Yes
23090,91555292,NIVEL 3,Yes
23091,91555441,NIVEL 1,Yes
23092,91555441,NIVEL 2,Yes
23093,91555441,NIVEL 3,Yes
23094,91556084,NIVEL 1,Yes
23095,91556084,NIVEL 2,Yes
23096,91556084,NIVEL 3,Yes
