Fecha,Emisora,Serie,Precio
20170712,ACTIGOB,B-2,4.078563
20170712,ACTIMED,B-2,4.55572
20170712,ACTIREN,B-2,7.622928
20170712,ALTERNA,B-2,3.442269
20170714,ACTICOB,B-2,22.730165
20170714,ACTIGOB,B-2,4.079694
20170714,ACTIMED,B-2,4.557794
20170714,ACTIREN,B-2,7.625013
20170714,ALTERNA,B-2,3.444404
20170824,ACTICOB,B-2,22.728435
20170824,ACTIGOB,B-2,4.10134
20170824,ACTIMED,B-2,4.591394
20170824,ACTIREN,B-2,7.659657000000001
20170824,ALTERNA,B-2,3.4673230000000004
20170828,ACTICOB,B-2,22.630414000000002
20170828,ACTIGOB,B-2,4.103612
20170828,ACTIMED,B-2,4.594556
20170828,ACTIREN,B-2,7.661948
20170828,ALTERNA,B-2,3.469349
20170915,ACTICOB,B-2,22.749661
20170915,ACTIGOB,B-2,4.113797
20170915,ACTIMED,B-2,4.608759
20170915,ACTIREN,B-2,7.6732949999999995
20170915,ALTERNA,B-2,3.4803379999999997
20170920,ACTICOB,B-2,22.852521
20170920,ACTIGOB,B-2,4.116391999999999
20170920,ACTIMED,B-2,4.611998000000001
20170920,ACTIREN,B-2,7.675915
20170920,ALTERNA,B-2,3.4817910000000003
20171010,ACTICOB,B-2,24.021906
20171010,ACTIGOB,B-2,4.126798
20171010,ACTIMED,B-2,4.628204
20171010,ACTIREN,B-2,7.686692999999999
20171010,ALTERNA,B-2,3.4913239999999996
20171019,ACTICOB,B-2,24.218069
20171019,ACTIGOB,B-2,4.131511
20171019,ACTIMED,B-2,4.634195
20171019,ACTIREN,B-2,7.690850999999999
20171019,ALTERNA,B-2,3.4919339999999996
20171024,ACTICOB,B-2,24.531229
20171024,ACTIGOB,B-2,4.134418
20171024,ACTIMED,B-2,4.637917
20171024,ACTIREN,B-2,7.6935199999999995
20171024,ALTERNA,B-2,3.4944260000000003
20171101,ACTICOB,B-2,24.624707
20171101,ACTIGOB,B-2,4.138577
20171101,ACTIMED,B-2,4.644086
20171101,ACTIREN,B-2,7.697833999999999
20171101,ALTERNA,B-2,3.5004910000000002
20171113,ACTICOB,B-2,24.553639999999998
