Fecha,Precio
20200108,3.995762000000001
20200122,4.0029080000000015
20171009,3.490861
20171018,3.4920440000000004
20171023,3.493859
20171211,3.523774
20171218,3.522444
20171231,3.528332
20180108,3.53596
20180115,3.5408
20180119,3.543105
20180207,3.55452
20180208,3.555271
20180209,3.555782
20180213,3.557141000000001
20180301,3.569339
20180306,3.572661
20180308,3.575042
20180314,3.578986
20180321,3.583017
20180323,3.584372
20180404,3.591861
20180411,3.597148
20180413,3.598545
20180420,3.6011330000000004
20180423,3.602727
20180504,3.609411
20180508,3.611067
20180511,3.613914
20180524,3.619607
20180606,3.626428
20180621,3.638415
20180622,3.638734
20180704,3.649747
20180709,3.654612
20180712,3.657738
20180713,3.658428
20180719,3.663006
20180726,3.667751
20180727,3.668482
20180730,3.67056
20180808,3.678147
20180814,3.682562
20180815,3.683077
20180830,3.692968
20180903,3.695186
20180907,3.697148
20180911,3.698747
20180914,3.702652
20180919,3.705118
20180926,3.709982
20180928,3.713158
20181015,3.72258
20181023,3.725644
20181031,3.729957
20181120,3.743102
20181126,3.74716
20181127,3.747607
20181203,3.751475
20181206,3.75337
20181214,3.759155
20181224,3.76584
20181228,3.76851
20190102,3.772357
20190116,3.781295
20190117,3.781763
20190207,3.795807
20190214,3.799882
20190225,3.808542
20190305,3.814328
20190312,3.818568
20190325,3.827974
20190328,3.83038
20190331,3.830142
20190401,3.831802
20190402,3.832091
20190417,3.840299
20190429,3.848356
20190513,3.856545
20190520,3.86034
20190531,3.866887
20190611,3.871716
20190621,3.88025
20190705,3.888834
20190711,3.889685
20190715,3.892268
20190719,3.89456
20190812,3.912448
20190820,3.917081
20190821,3.917926
20190829,3.922911
20190919,3.936549
20190920,3.937966
20191010,3.951491
20191029,3.961135
20191105,3.965608
20191107,3.966765
20191217,3.988986
20191023,3.957529
20191025,3.95935
20191104,3.96534
20191203,3.978909
20191213,3.986941
20191224,3.987218
20200113,3.998077
20200117,4.0008029999999986
20200120,4.002548
20200127,4.006391000000002
